id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
2101,Outrageous!,Outrageous!,Richard Benner,Canada,0,berlin,1978,https://en.wikipedia.org/wiki/Outrageous!,https://en.wikipedia.org/wiki/Richard_Benner,Outrageous!,1977,R,31 Jul 1977,96 min,Comedy,Richard Benner,"Richard Benner, Margaret Gibson Gilboord (based on a story from ""Butterfly Ward"")","Craig Russell, Hollis McLaren, Richert Easley, Allan Moyle","Robin Turner is a gay hairdresser. He hates his job. He loves old movies and will do his customers' hair in the style of an iconic movie star if they'll let him, and even if they don't. At his apartment, he is harboring his medically diagnosed schizophrenic friend, Liza Connors, who can no longer stand being institutionalized. After Liza convinces Robin to attend a drag ball dressed as Tallulah Bankhead, Robin begins to feel liberated. On Liza's further urging, Robin accepts a local club's offer to work as a female impersonator, he doing his own singing unlike most drag queens. As he progresses with his female impersonation work to great aplomb, he takes a shot at making it big in New York City. The money will have to come in since despite medical warnings to her not to do it, Liza has become pregnant (not Robin's baby), she deciding to have and keep the baby.",English,Canada,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwMDE2NDI3NF5BMl5BanBnXkFtZTcwMzU4NTYyMQ@@._V1_SX300.jpg,N/A,8.0,813,tt0076513,movie,01 Jan 1998,N/A,Samuel Goldwyn Films,N/A,True,8.0/10,N/A,N/A,,,
2102,The Dog Who Loved Trains,Pas koji je voleo vozove,Goran Paskaljević,Yugoslavia,0,berlin,1978,https://en.wikipedia.org/wiki/The_Dog_Who_Loved_Trains,https://en.wikipedia.org/wiki/Goran_Paskaljevi%C4%87,Pas koji je voleo vozove,1977,N/A,12 Dec 1977,91 min,"Comedy, Drama",Goran Paskaljevic,Gordan Mihic,"Svetlana Bojkovic, Irfan Mensur, Velimir 'Bata' Zivojinovic, Pavle Vuisic","A fugitive girl, a stuntman and a young man who lost his dog quite some time before, are joining together on a trip to reach each of their own destination. A youngster gets emotionally ...",Serbo-Croatian,Yugoslavia,1 nomination.,https://ia.media-imdb.com/images/M/MV5BYjQxYzE3MzMtODk5Yi00NTIwLWI1YWUtNGQ4YTdiYWEyNDg1XkEyXkFqcGdeQXVyMjQ1NTU3Nzg@._V1_SX300.jpg,N/A,7.3,339,tt0124825,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2103,Rhinegold,N/A,Niklaus Schilling,Germany,0,berlin,1978,https://en.wikipedia.org/wiki/Rhinegold_(film),https://en.wikipedia.org/wiki/Niklaus_Schilling,Rhinegold,1978,N/A,06 Oct 1978,91 min,Drama,Niklaus Schilling,Niklaus Schilling,"Elke Haltaufderheide, Rüdiger Kirschstein, Gunther Malzacher, Alice Treff",N/A,German,West Germany,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1Mzc5ODAwM15BMl5BanBnXkFtZTcwNTQwNTIyMQ@@._V1_SX300.jpg,N/A,6.3,100,tt0078164,movie,N/A,N/A,N/A,N/A,True,6.3/10,N/A,N/A,,,
2104,N/A,Shatranj Ke Khilari,Satyajit Ray,India,0,berlin,1978,https://en.wikipedia.org/wiki/Shatranj_Ke_Khilari,https://en.wikipedia.org/wiki/Satyajit_Ray,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
2105,Death of a President,Śmierć prezydenta,Jerzy Kawalerowicz,Poland,0,berlin,1978,https://en.wikipedia.org/wiki/Death_of_a_President_(1977_film),https://en.wikipedia.org/wiki/Jerzy_Kawalerowicz,Smierc prezydenta,1977,N/A,10 Oct 1977,144 min,"Drama, History",Jerzy Kawalerowicz,"Jerzy Kawalerowicz, Boleslaw Michalek","Zdzislaw Mrozewski, Marek Walczewski, Henryk Bista, Czeslaw Byszewski","Set at the historic moment of rebirth of Poland after World War I. The newly organized National Assembly elected Gabriel Narutowicz, a professor returning home from Switzerland to enter public life, as the first President in the history of Polish Republic. The film shows the turmoil leading to Narutowicz's election by a National Assembly divided between Polish Nationalists and the minorities, comprising one third of the population. A few days after the election the President was assasinated by a fanatic Nationalist while opening an art exhibit.",Polish,Poland,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjhjOWViNDQtZTdiMS00MWYwLTk1M2UtNjI1OTBiY2U5MGE1XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,7.3,160,tt0078283,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2106,The Far Road,Toi ippon no michi,Sachiko Hidari,Japan,0,berlin,1978,https://en.wikipedia.org/wiki/The_Far_Road,https://en.wikipedia.org/wiki/Sachiko_Hidari,The Far Road,1978,N/A,17 Apr 1978,114 min,N/A,Sachiko Hidari,Ken Miyamoto,N/A,N/A,Japanese,Japan,1 nomination.,N/A,N/A,N/A,N/A,tt0159034,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
2107,One Page of Love,Une page d'amour,Maurice Rabinowicz,Belgium,0,berlin,1978,https://en.wikipedia.org/wiki/One_Page_of_Love,https://en.wikipedia.org/wiki/Maurice_Rabinowicz,One Page of Love,1978,N/A,01 Oct 1978,93 min,N/A,Maurice Rabinowicz,"Yvette Michelems, Maurice Rabinowicz","Ramon Berry, Ève Bonfanti, Adrian Brine, Geraldine Chaplin","François Karwitch is a young lawyer from a wealthy but stifling Jewish family. His life is meticulously ordered, he does his routine work day after day and is about to marry Fanny, the ...",French,"France, Belgium",2 nominations.,N/A,N/A,N/A,N/A,tt0170738,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
2108,N/A,A ménesgazda,András Kovács,Hungary,0,berlin,1979,https://en.wikipedia.org/wiki/A_m%C3%A9nesgazda,https://en.wikipedia.org/wiki/Andr%C3%A1s_Kov%C3%A1cs,A ménesgazda,1978,N/A,23 Aug 1978,102 min,Drama,András Kovács,András Kovács,"József Madaras, Ferenc Bács, Ferenc Fábián, András Ambrus","A new supervisor arrives at a horse ranch, but he is not at all well liked, he meets quite an amount of resistance and cannot put across his will.",Hungarian,Hungary,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjA0NjU3ZDctZmM2MS00MTBkLTkzMTQtNjQzNmNmZDA4YWI1XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,7.1,87,tt0077969,movie,N/A,N/A,N/A,N/A,True,7.1/10,N/A,N/A,,,
2109,David,David,Peter Lilienthal,Germany,1,berlin,1979,https://en.wikipedia.org/wiki/David_(1979_film),https://en.wikipedia.org/wiki/Peter_Lilienthal,David,1979,N/A,09 Mar 1979,125 min,"Drama, War",Peter Lilienthal,"Jurek Becker, Joel König (novel), Peter Lilienthal, Ulla Ziemann","Mario Fischel, Walter Taub, Irena Vrkljan, Eva Mattes",N/A,German,West Germany,5 wins.,https://m.media-amazon.com/images/M/MV5BMzUyYzNkN2UtYzhlNi00ZWI0LWE1MGQtOTM1MjFhOTk3MTk2XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,N/A,6.6,109,tt0079028,movie,N/A,N/A,Pro-ject Filmproduktion,N/A,True,6.6/10,N/A,N/A,,,
2110,The Marriage of Maria Braun,Die Ehe der Maria Braun,Rainer Werner Fassbinder,Germany,0,berlin,1979,https://en.wikipedia.org/wiki/The_Marriage_of_Maria_Braun,https://en.wikipedia.org/wiki/Rainer_Werner_Fassbinder,The Marriage of Maria Braun,1979,R,23 Mar 1979,120 min,Drama,Rainer Werner Fassbinder,"Pea Fröhlich (screenplay), Peter Märthesheimer (screenplay), Rainer Werner Fassbinder (idea), Pea Fröhlich (dialogue), Rainer Werner Fassbinder (dialogue), Peter Märthesheimer (dialogue)","Hanna Schygulla, Klaus Löwitsch, Ivan Desny, Gisela Uhlen","This movie follows the life of a young German woman, married to a soldier in the waning days of WWII. Fassbinder has tried to show the gritty life after the end of WWII and the turmoil of the people trapped in its wake.","German, English, French",West Germany,Nominated for 1 Golden Globe. Another 13 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMmY2NWYwOGUtNDliMi00MzViLTg4ZjYtNDdiZWIxOTNhZjgxXkEyXkFqcGdeQXVyNjM2NjU3MDc@._V1_SX300.jpg,N/A,7.8,"11,304",tt0079095,movie,30 Sep 2003,N/A,Criterion Collection,N/A,True,7.8/10,93%,N/A,,,
2111,The First Polka,Die erste Polka,Klaus Emmerich,Germany,0,berlin,1979,https://en.wikipedia.org/wiki/The_First_Polka,https://en.wikipedia.org/wiki/Klaus_Emmerich_(director),The First Polka,1979,N/A,28 Feb 1979,96 min,Drama,Klaus Emmerich,"Horst Bienek (novel), Helmut Krapp","Maria Schell, Erland Josephson, Guido Wieland, Ernst Stankovski",N/A,German,West Germany,1 nomination.,N/A,N/A,6.9,14,tt0079113,movie,N/A,N/A,N/A,N/A,True,6.9/10,N/A,N/A,,,
2112,Heart of the Forest,El corazón del bosque,Manuel Gutiérrez Aragón,Spain,0,berlin,1979,https://en.wikipedia.org/wiki/Heart_of_the_Forest,https://en.wikipedia.org/wiki/Manuel_Guti%C3%A9rrez_Arag%C3%B3n,Heart of the Forest,1979,N/A,08 Mar 1989,100 min,N/A,Manuel Gutiérrez Aragón,"Manuel Gutiérrez Aragón, Luis Megino","Ángela Molina, Norman Briski, Luis Politti, Víctor Valverde","""El Andarín"", a mythical guerrilla of the fifties, goes down to the open-air dance. A little girl looks at him with her big eyes. Years later, that girl has become a beautiful woman, Amparo...",Spanish,Spain,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYzEwYTJkMmMtZGZlYS00YjVjLThmOTgtNDc5M2VhNzI0YmY0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,6.6,71,tt0078998,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
2113,Ernesto,Ernesto,Salvatore Samperi,Italy,0,berlin,1979,https://en.wikipedia.org/wiki/Ernesto_(film),https://en.wikipedia.org/wiki/Salvatore_Samperi,Ernesto,1979,R,12 Jan 1979,94 min,"Drama, Romance",Salvatore Samperi,"Umberto Saba (novel), Barbara Alberti, Amedeo Pagani, Salvatore Samperi, José Luis Martínez Mollá, Peter Berling","Martin Halm, Michele Placido, Virna Lisi, Turi Ferro","Triest in the year 1911. Ernesto is the priviliged, seventeen year old son of a jewish mother and a non-jewish father, who has deserted his family. He is raised by his uncle Giovanni and ...",Italian,"Italy, Spain, West Germany",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTFhNTczMTktNTBiYS00ZTQ5LWI0MjktZWYyMWFmNzY2YTA4XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,N/A,7.0,401,tt0079111,movie,N/A,N/A,N/A,N/A,True,7.0/10,N/A,N/A,,,
2114,Hardcore,Hardcore,Paul Schrader,USA,0,berlin,1979,https://en.wikipedia.org/wiki/Hardcore_(1979_film),https://en.wikipedia.org/wiki/Paul_Schrader,Hardcore,1979,R,27 Apr 1979,108 min,"Crime, Drama",Paul Schrader,Paul Schrader,"George C. Scott, Peter Boyle, Season Hubley, Dick Sargent",Jake Van Dorn is a businessman from the American heartland who shares strong Calvinist convictions with most of his countrymen. His teenage daughter is missing from her church youth convention trip to California and Van Dorn hires a private investigator to find her. The result of the investigation is his daughter is spotted in a cheap X-rated movie. Van Dorn decides to bring her back personally and during the quest he becomes familiar with the pornographic underworld.,"English, Spanish",USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BOTdhYWNhMzMtYzkzOC00ZGNiLWE5MDMtMzRlMTc3MzM2N2ZkXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,63,7.0,"7,935",tt0079271,movie,14 Sep 2004,N/A,Sony Pictures Entertainment,N/A,True,7.0/10,78%,63/100,,,
2115,Alexandria... Why?,Iskanderija... lih?,Youssef Chahine,Egypt,0,berlin,1979,https://en.wikipedia.org/wiki/Alexandria..._Why%3F,https://en.wikipedia.org/wiki/Youssef_Chahine,Alexandria... Why?,1979,NOT RATED,27 Feb 1980,133 min,Drama,Youssef Chahine,"Youssef Chahine, Mohsen Zayed","Najla Fathi, Ahmad Zaki, Farid Shawqi, Mahmoud El-Meliguy","""Yahia"", a young man living in the cosmopolitan Alexandria during World War II. Between his dreams, which up to Hollywood and constraints of his life in the middle class trying to be a new Hamlet to be or not to be . Uprising dreams wondering where all new meaning to life amid the horrors of war and life pain .","Arabic, English","Egypt, Algeria",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTBkNThiNWYtNzJhYS00NGYwLTg2MmEtYzVkMDcyNjc2ZDgzXkEyXkFqcGdeQXVyMjI4NzAzNjg@._V1_SX300.jpg,N/A,7.2,898,tt0077751,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
2116,N/A,Kassbach – Ein Porträt,Peter Patzak,Austria,0,berlin,1979,https://en.wikipedia.org/wiki/Kassbach_%E2%80%93_Ein_Portr%C3%A4t,https://en.wikipedia.org/wiki/Peter_Patzak,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
2117,N/A,Kejsaren,Jösta Hagelbäck,Sweden,0,berlin,1979,https://en.wikipedia.org/wiki/Kejsaren,https://en.wikipedia.org/w/index.php?title=J%C3%B6sta_Hagelb%C3%A4ck&action=edit&redlink=1,Kejsaren,1979,N/A,24 Feb 1979,97 min,N/A,Jösta Hagelbäck,"Jösta Hagelbäck, Sten Holmberg, Birgitta Trotzig (novel)","Sigurd Björling, Grazyna Brattander, Kent-Arne Dahlgren, Jan Dolata","The historical and political background to ""Kejsaren"" is the Swedish import of foreign polish farm labor in the early 1900s. The Swedish farm workers protested against this, with hate and racism. Elje Ström is the son of a Swedish farm worker and a polish woman. He is mentally handicapped and bullied, longing for his mother, who was returned to Poland. Nazism is spreading over northern Europe. Elje travels to Poland to find his mother. Scammed by pimps and whores, beaten and despised, he is returned to Sweden by the police. He is admitted to S:t Lars mental hospital, Lund/Malmö. Here, at S:t Lars, Elje becomes ""Kejsaren"", partly influenced by Hitler. He meets with love and understanding from a polish orderly. She looks and feels a lot like his mother. In a fit of psychotic madness, he kills the orderly.",Swedish,Sweden,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzNjMTlkMDctZGI5MS00ZTk2LThiZGQtOWEzNjFiMjBiYTBjXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg,N/A,5.5,28,tt0079394,movie,N/A,N/A,N/A,N/A,True,5.5/10,N/A,N/A,,,
2118,The Adolescent,L'Adolescente,Jeanne Moreau,France,0,berlin,1979,https://en.wikipedia.org/wiki/The_Adolescent_(film),https://en.wikipedia.org/wiki/Jeanne_Moreau,The Adolescent,1979,N/A,24 Jan 1979,90 min,Drama,Jeanne Moreau,"Henriette Jelinek, Jeanne Moreau","Simone Signoret, Francis Huster, Laetitia Chauveau, Edith Clever","The summer of 1939. Marie, at 13, goes with her parents to visit her grandmother in a small town near Avignon. Although rumors of war reach the countryside, it's an idyllic place. Marie's parents are constantly making love. Surrounded by sexual frankness, Marie fancies herself a woman and develops a crush on Alexander, the town's young Jewish doctor. She's despondent when he treats her as if she were a child. After Marie's father abruptly leaves for a few weeks to assist with a relative's harvest, Marie's mother and the doctor disappear into the woods for hours at a time. Marie tries to spy on them. When dad returns, what will the family and the doctor do?",French,"France, West Germany",2 nominations.,https://m.media-amazon.com/images/M/MV5BZDJmZmQxOTItZjhhMC00ZGRhLTlhYzAtODVkN2EzNmM1ZGUyXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_SX300.jpg,N/A,6.9,111,tt0077123,movie,N/A,N/A,N/A,N/A,True,6.9/10,N/A,N/A,,,
2119,Love on the Run,L'amour en fuite,François Truffaut,France,0,berlin,1979,https://en.wikipedia.org/wiki/Love_on_the_Run_(1979_film),https://en.wikipedia.org/wiki/Fran%C3%A7ois_Truffaut,Love on the Run,1979,PG,06 Apr 1979,94 min,"Comedy, Drama, Romance",François Truffaut,"François Truffaut (scenario), Marie-France Pisier (scenario), Jean Aurel (scenario), Suzanne Schiffman (scenario)","Jean-Pierre Léaud, Marie-France Pisier, Claude Jade, Dani","Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...",French,France,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWM0OWIyMzYtMmZkNy00NGU1LTgxZWQtOGE1ZjY0ZTExZTZlXkEyXkFqcGdeQXVyNjI5NTk0MzE@._V1_SX300.jpg,N/A,7.1,"5,272",tt0078771,movie,16 Jun 2008,N/A,Criterion Collection,N/A,True,7.1/10,64%,N/A,,,
2120,Meetings with Remarkable Men,Meetings with Remarkable Men,Peter Brook,United Kingdom,0,berlin,1979,https://en.wikipedia.org/wiki/Meetings_with_Remarkable_Men_(film),https://en.wikipedia.org/wiki/Peter_Brook,Meetings with Remarkable Men,1979,G,14 Nov 1979,108 min,"Biography, Drama",Peter Brook,"Peter Brook, G.I. Gurdjieff, Jeanne Salzmann","Dragan Maksimovic, Terence Stamp, Mikica Dimitrijevic, Athol Fugard","The story of G.I. Gurdjieff and his travels to achieve enlightenment and inner growth. Beginning with his childhood, the movie follows his journeys through Central Asia as he discovers new levels of spirituality through music, dance and near-encounters with death.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzQ4MjM3ODkxN15BMl5BanBnXkFtZTgwMTM5MjEyNjE@._V1_SX300.jpg,N/A,7.3,909,tt0079542,movie,31 Dec 1997,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2121,Messidor,Messidor,Alain Tanner,Switzerland,0,berlin,1979,https://en.wikipedia.org/wiki/Messidor_(film),https://en.wikipedia.org/wiki/Alain_Tanner,Messidor,1979,N/A,14 Mar 1979,123 min,"Crime, Drama",Alain Tanner,Alain Tanner,"Clémentine Amouroux, Catherine Rétoré, Franziskus Abgottspon, Gerald Battiaz","Two young women from very different backgrounds journey into the countryside seeking respite from unsatisfactory lives and relationships, but ultimately find that there is no way back to the world they once knew.","French, German","France, Switzerland",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTcwMTk2NDQ4MV5BMl5BanBnXkFtZTcwODE5OTUxMQ@@._V1_SX300.jpg,N/A,7.2,297,tt0079548,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
2122,Movie Movie,Movie Movie,Stanley Donen,USA,0,berlin,1979,https://en.wikipedia.org/wiki/Movie_Movie,https://en.wikipedia.org/wiki/Stanley_Donen,Movie Movie,1978,PG,04 Jan 1979,105 min,"Comedy, Musical, Sport",Stanley Donen,"Larry Gelbart, Sheldon Keller","George C. Scott, Trish Van Devere, Red Buttons, Eli Wallach","Three movie genres of the 1930s are satirized in this spoof of the traditional double feature. In ""Dynamite Hands"" a delivery boy turns prizefighter in order to raise enough money for his kid sister's eye operation. Later, however, he turns his back on his father-figure manager and librarian girlfriend when he is distracted by a flashy gangster and sexy night club diva. Intermission has a coming-attractions trailer for ""Zero Hour,"" a World War I aviation drama. In the second feature, ""Baxter's Beauties of 1933"" a Broadway impresario hears he has only a month to live and is determined to mount one more hit on the boards. When his drunken diva of a star cannot go on opening night, he finds that the ingénue he chooses to replace her is his long-estranged daughter, whom he has not seen since she was a girl. All three stories feature the same cast in repertoire.",English,"USA, UK",Nominated for 3 Golden Globes. Another 3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOTJlMDIxN2YtYmU0NS00ZjIxLWFiMjgtNjlkZTQ2Y2I1NDQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,6.6,815,tt0077952,movie,28 Jun 2016,N/A,Warner Bros.,N/A,True,6.6/10,N/A,N/A,,,
2123,Nosferatu the Vampyre,Nosferatu: Phantom der Nacht,Werner Herzog,Germany,0,berlin,1979,https://en.wikipedia.org/wiki/Nosferatu_the_Vampyre,https://en.wikipedia.org/wiki/Werner_Herzog,Nosferatu the Vampyre,1979,PG,15 Feb 1979,107 min,"Drama, Horror",Werner Herzog,Werner Herzog,"Klaus Kinski, Isabelle Adjani, Bruno Ganz, Roland Topor","Jonathan Harker is sent away to Count Dracula's castle to sell him a house in Wismar where Jonathan lives. But Count Dracula is a vampire, an undead ghoul living off of men's blood. Inspired by a photograph of Lucy Harker, Jonathan's wife, Dracula moves to Wismar, bringing with him death and plague... An unusually contemplative version of Dracula, in which the vampire bears the curse of not being able to get old and die.","German, English, Romany","West Germany, France",5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BNDYxYWY3ZTUtNzNiMi00ZmQyLTliMzAtNDdiZGY1NzVjZTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,79,7.5,"29,904",tt0079641,movie,16 Feb 1999,N/A,20th Century Fox,N/A,True,7.5/10,95%,79/100,,,
2124,Winterborn,Vinterbørn,Astrid Henning-Jensen,Denmark,0,berlin,1979,https://en.wikipedia.org/wiki/Winterborn_(film),https://en.wikipedia.org/wiki/Astrid_Henning-Jensen,Winterborn,1978,N/A,01 Sep 1978,100 min,Drama,Astrid Henning-Jensen,"Astrid Henning-Jensen, Dea Trier Mørch (novel)","Ann-Mari Max Hansen, Helle Hertz, Lone Kellerman, Lea Risum Brøgger",N/A,Danish,Denmark,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNGVhMDVjYWUtNDFjNC00N2ZiLTgwOTQtYzU5YWI5NjNkNzRmL2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,N/A,5.9,83,tt0078465,movie,N/A,N/A,N/A,N/A,True,5.9/10,N/A,N/A,,,
2125,N/A,Bizalom,István Szabó,Hungary,0,berlin,1980,https://en.wikipedia.org/wiki/Bizalom,https://en.wikipedia.org/wiki/Istv%C3%A1n_Szab%C3%B3,Bizalom,1980,N/A,10 Jan 1980,105 min,Drama,István Szabó,"István Szabó (screenplay), István Szabó (story), Erika Szántó (story)","Ildikó Bánsági, Péter Andorai, Oszkárné Gombik, Károly Csáki",During WW2 Hungarian resistance hides a married couple from the officials. The woman is sent to act as the wife of one of the resistance members who is also in hiding and pretending to be somebody else. They slowly begin to fall in love.,Hungarian,Hungary,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BOGQ3MzEyYzAtNzk3OS00YmY3LWExNTctMTEwNTM2MjBkN2QwXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,N/A,7.7,337,tt0078868,movie,N/A,N/A,Mafilm,N/A,True,7.7/10,N/A,N/A,,,
2126,Seeking Asylum,Chiedo asilo,Marco Ferreri,Italy,0,berlin,1980,https://en.wikipedia.org/wiki/Seeking_Asylum_(film),https://en.wikipedia.org/wiki/Marco_Ferreri,Seeking Asylum,1979,N/A,24 Oct 1979,110 min,"Comedy, Drama",Marco Ferreri,"Marco Ferreri (story), Marco Ferreri (screenplay by), Gérard Brach (screenplay by), Roberto Benigni (collaboration)","Roberto Benigni, Dominique Laffin, Chiara Moretti, Carlo Monni","Roberto has a new job as the teacher at a nursery school. The first child he meets is Gianluigi, who's mute. Roberto is spirited, bringing a TV into class, then a donkey. He takes children on an unscheduled field trip to their fathers' plant. He dates Isabella, the mother of one of his students, and soon she's pregnant. He's moody about it, so Isabella leaves for her family's abandoned movie theater in Sardinia, but not before Roberto is briefly arrested and questioned about past radical activity. He takes ten children, including Gianluigi, to Sardinia for the baby's birth, and there, surrounded by the sea, the mother of us all, he and Gianluigi play out their surprising bond.",Italian,"Italy, France",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzc2NmZhZDEtNmM4MC00NDM1LWExN2MtMDlkNjlmNDI3YTBiXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,N/A,6.2,484,tt0078963,movie,04 Aug 2009,N/A,N/A,N/A,True,6.2/10,N/A,N/A,,,
2127,N/A,Der Preis fürs Überleben,Hans Noever,Germany,0,berlin,1980,https://en.wikipedia.org/wiki/Der_Preis_f%C3%BCrs_%C3%9Cberleben,https://en.wikipedia.org/wiki/Hans_Noever,Der Preis fürs Überleben,1980,N/A,09 Jul 1981,103 min,Drama,Hans Noever,"Hans Noever, Patrick Roth (dialogues), Christian Watton (dialogues)","Michel Piccoli, Martin West, Marilyn Clark, Suzie Galler",N/A,German,"West Germany, France",1 nomination.,https://m.media-amazon.com/images/M/MV5BMWYzMDVmNDUtNDU5Yy00ZjlmLWE4M2UtY2YzYzA2Mzc3N2JiL2ltYWdlXkEyXkFqcGdeQXVyNjUzNzQ4NDQ@._V1_SX300.jpg,N/A,6.3,12,tt0079746,movie,N/A,N/A,N/A,N/A,True,6.3/10,N/A,N/A,,,
2128,"Germany, Pale Mother",Deutschland bleiche Mutter,Helma Sanders-Brahms,Germany,0,berlin,1980,"https://en.wikipedia.org/wiki/Germany,_Pale_Mother",https://en.wikipedia.org/wiki/Helma_Sanders-Brahms,Germany Pale Mother,1980,N/A,26 Sep 1980,123 min,"Drama, History, War",Helma Sanders-Brahms,Helma Sanders-Brahms,"Eva Mattes, Ernst Jacobi, Elisabeth Stepanek, Angelika Thomas","Germany 1939. Hans and Lene marry the day before the war breaks out, and Hans is sent to the Eastern front. During a bombing raid their daughter Anna is born. The house is destroyed and Lene and Anna moves in with relatives in Berlin. Hans survives the war but he is not the same person as in 1939, and he and Lene find it difficult to live together again.","German, French, English",West Germany,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjZhZjA2NGUtNzI3MC00Zjc4LTk2NzctODNkN2NhMmU1MjU0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,7.1,639,tt0080616,movie,22 Apr 2008,N/A,Carlotta Films,N/A,True,7.1/10,N/A,N/A,,,
2129,The Orchestra Conductor,Dyrygent,Andrzej Wajda,Poland,0,berlin,1980,https://en.wikipedia.org/wiki/The_Orchestra_Conductor,https://en.wikipedia.org/wiki/Andrzej_Wajda,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
2130,The Enemy,Düşman,"Zeki Ökten, Yılmaz Güney",Turkey,0,berlin,1980,https://en.wikipedia.org/wiki/The_Enemy_(1979_film),https://en.wikipedia.org/wiki/Zeki_%C3%96kten https://en.wikipedia.org/wiki/Y%C4%B1lmaz_G%C3%BCney,The Enemy,1980,N/A,17 Sep 1982,133 min,Drama,Zeki Ökten,Yilmaz Güney,"Aytaç Arman, Güngör Bayrak, Sevket Altug, Fehamet Atilla","Ismail is out of work despite am obvious willingness to do almost anything to earn enough to provide for his family. He is too well educated for the jobs he hopes to find, but not well enough connected to find the work he is capable of doing. He joins the labour market (much like the colonial slave markets of the 18th century) daily, only to return to his beloved and beautiful wife demoralized and without money. His wife, her mother, and their baby are totally dependent on him, so he submits to two humiliating tasks: poisoning the local stray dogs and begging his father for part of his inheritance.",Turkish,Turkey,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNTYyNmY3YWYtYTI3NS00YTk5LWI1NjYtZjUyOGZjODhmZmViXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,N/A,7.4,165,tt0138412,movie,N/A,N/A,N/A,N/A,True,7.4/10,N/A,N/A,,,
